CustomerID,Recency,Frequency,Monetary,FirstPurchase,LastPurchase,TenureDays,TenureYears,AvgOrder,PurchasesPerYear,est_CLV_1yr,est_CLV_tenure,CohortMonth
13705.0,8,3,711.86,2010-12-01 10:29:00,2011-12-02 12:32:00,366,1.0,237.29,2.99,709.92,711.86,2010-12
13706.0,303,1,330.79,2011-02-10 09:21:00,2011-02-10 09:21:00,1,0.0,330.79,365.0,120738.35,330.79,2011-02
13707.0,267,2,806.41,2011-01-28 13:27:00,2011-03-17 18:03:00,48,0.13,403.2,15.21,6132.08,806.41,2011-01
13708.0,271,1,296.88,2011-03-13 13:46:00,2011-03-13 13:46:00,1,0.0,296.88,365.0,108361.2,296.88,2011-03
13709.0,4,13,6328.05,2011-01-28 14:57:00,2011-12-06 10:28:00,311,0.85,486.77,15.26,7426.81,6328.05,2011-01
13710.0,32,1,180.48,2011-11-08 08:16:00,2011-11-08 08:16:00,1,0.0,180.48,365.0,65875.2,180.48,2011-11
13711.0,219,2,252.06,2011-05-05 10:29:00,2011-05-05 10:31:00,1,0.0,126.03,730.0,92001.9,252.06,2011-05
13712.0,247,1,228.84,2011-04-07 12:33:00,2011-04-07 12:33:00,1,0.0,228.84,365.0,83526.6,228.84,2011-04
13715.0,281,5,1079.34,2010-12-02 08:52:00,2011-03-03 19:21:00,91,0.25,215.87,20.05,4329.22,1079.34,2010-12
13716.0,269,1,138.28,2011-03-15 13:49:00,2011-03-15 13:49:00,1,0.0,138.28,365.0,50472.2,138.28,2011-03
13717.0,32,6,1445.01,2011-02-14 13:21:00,2011-11-07 14:13:00,266,0.73,240.84,8.23,1982.81,1445.01,2011-02
13718.0,246,2,306.55,2011-02-17 11:58:00,2011-04-07 13:24:00,49,0.13,153.28,14.9,2283.48,306.55,2011-02
13719.0,15,5,1041.68,2011-04-19 13:56:00,2011-11-24 15:26:00,219,0.6,208.34,8.33,1736.13,1041.68,2011-04
13720.0,117,4,799.9,2011-03-30 09:17:00,2011-08-15 12:46:00,138,0.38,199.98,10.58,2115.68,799.9,2011-03
13721.0,36,1,524.14,2011-11-03 14:05:00,2011-11-03 14:05:00,1,0.0,524.14,365.0,191311.1,524.14,2011-11
13722.0,132,3,2375.41,2011-03-02 11:43:00,2011-07-31 12:44:00,151,0.41,791.8,7.25,5741.89,2375.41,2011-03
13723.0,217,1,199.85,2011-05-06 17:04:00,2011-05-06 17:04:00,1,0.0,199.85,365.0,72945.25,199.85,2011-05
13725.0,50,8,1980.56,2011-02-04 12:18:00,2011-10-21 10:03:00,258,0.71,247.57,11.32,2801.96,1980.56,2011-02
13726.0,39,2,1079.66,2011-08-31 11:06:00,2011-11-01 10:49:00,61,0.17,539.83,11.97,6460.26,1079.66,2011-08
13727.0,29,2,333.48,2011-11-06 12:16:00,2011-11-11 09:46:00,4,0.01,166.74,182.5,30430.05,333.48,2011-11
13728.0,37,6,1016.14,2011-02-02 12:09:00,2011-11-03 10:49:00,273,0.75,169.36,8.02,1358.58,1016.14,2011-02
13730.0,136,2,752.6,2011-07-01 12:47:00,2011-07-27 08:35:00,25,0.07,376.3,29.2,10987.96,752.6,2011-07
13731.0,219,2,610.59,2011-04-07 10:10:00,2011-05-04 14:33:00,27,0.07,305.3,27.04,8254.27,610.59,2011-04
13732.0,28,1,491.86,2011-11-11 15:49:00,2011-11-11 15:49:00,1,0.0,491.86,365.0,179528.9,491.86,2011-11
13735.0,25,4,2885.24,2011-04-19 13:49:00,2011-11-15 11:14:00,209,0.57,721.31,6.99,5038.82,2885.24,2011-04
13736.0,5,2,731.9,2011-03-24 13:04:00,2011-12-04 15:19:00,255,0.7,365.95,2.86,1047.62,731.9,2011-03
13737.0,200,1,339.6,2011-05-23 16:32:00,2011-05-23 16:32:00,1,0.0,339.6,365.0,123954.0,339.6,2011-05
13739.0,18,1,216.9,2011-11-21 13:35:00,2011-11-21 13:35:00,1,0.0,216.9,365.0,79168.5,216.9,2011-11
13740.0,241,1,350.75,2011-04-13 10:32:00,2011-04-13 10:32:00,1,0.0,350.75,365.0,128023.75,350.75,2011-04
13741.0,72,3,668.43,2011-05-06 13:43:00,2011-09-29 09:19:00,145,0.4,222.81,7.55,1682.6,668.43,2011-05
13742.0,17,12,3131.02,2011-01-23 14:59:00,2011-11-23 11:07:00,303,0.83,260.92,14.46,3771.69,3131.02,2011-01
13743.0,3,7,1341.6,2011-03-25 14:46:00,2011-12-07 10:09:00,256,0.7,191.66,9.98,1912.83,1341.6,2011-03
13744.0,95,2,1156.36,2011-02-20 14:08:00,2011-09-05 15:19:00,197,0.54,578.18,3.71,2142.49,1156.36,2011-02
13745.0,162,1,300.04,2011-06-30 16:43:00,2011-06-30 16:43:00,1,0.0,300.04,365.0,109514.6,300.04,2011-06
13747.0,374,1,79.6,2010-12-01 10:37:00,2010-12-01 10:37:00,1,0.0,79.6,365.0,29054.0,79.6,2010-12
13748.0,96,5,948.25,2010-12-01 09:00:00,2011-09-05 09:45:00,278,0.76,189.65,6.56,1245.0,948.25,2010-12
13750.0,54,5,1647.26,2011-01-07 11:49:00,2011-10-17 12:16:00,283,0.78,329.45,6.45,2124.56,1647.26,2011-01
13751.0,288,1,296.25,2011-02-24 15:56:00,2011-02-24 15:56:00,1,0.0,296.25,365.0,108131.25,296.25,2011-02
13752.0,124,6,1186.28,2011-04-07 12:04:00,2011-08-07 14:16:00,122,0.33,197.71,17.95,3549.12,1186.28,2011-04
13753.0,288,1,741.26,2011-02-25 12:48:00,2011-02-25 12:48:00,1,0.0,741.26,365.0,270559.9,741.26,2011-02
13754.0,152,2,282.6,2011-01-26 14:58:00,2011-07-11 11:51:00,165,0.45,141.3,4.42,625.15,282.6,2011-01
13755.0,4,9,2161.35,2011-10-07 15:45:00,2011-12-06 12:26:00,59,0.16,240.15,55.68,13371.06,2161.35,2011-10
13756.0,2,14,5189.52,2010-12-07 11:41:00,2011-12-07 16:44:00,365,1.0,370.68,14.0,5189.52,5189.52,2010-12
13758.0,12,7,3190.55,2010-12-01 12:08:00,2011-11-28 11:11:00,361,0.99,455.79,7.08,3225.9,3190.55,2010-12
13759.0,33,2,659.41,2011-09-29 15:40:00,2011-11-06 14:47:00,37,0.1,329.71,19.73,6504.99,659.41,2011-09
13760.0,54,2,286.79,2011-03-28 12:52:00,2011-10-16 16:13:00,202,0.55,143.4,3.61,518.21,286.79,2011-03
13761.0,50,2,1070.65,2011-06-13 08:43:00,2011-10-20 14:01:00,129,0.35,535.33,5.66,3029.36,1070.65,2011-06
13762.0,219,1,306.72,2011-05-05 09:15:00,2011-05-05 09:15:00,1,0.0,306.72,365.0,111952.8,306.72,2011-05
13763.0,63,1,1714.96,2011-10-07 15:13:00,2011-10-07 15:13:00,1,0.0,1714.96,365.0,625960.4,1714.96,2011-10
13764.0,71,3,1521.76,2011-01-06 14:53:00,2011-09-30 12:03:00,266,0.73,507.25,4.12,2088.13,1521.76,2011-01
13767.0,2,37,17220.36,2010-12-01 10:47:00,2011-12-07 15:00:00,371,1.02,465.42,36.4,16941.86,17220.36,2010-12
13769.0,2,10,2796.51,2010-12-07 13:28:00,2011-12-07 15:08:00,365,1.0,279.65,10.0,2796.51,2796.51,2010-12
13771.0,64,4,2634.45,2011-04-06 15:47:00,2011-10-06 14:18:00,182,0.5,658.61,8.02,5283.38,2634.45,2011-04
13772.0,34,3,1132.13,2011-04-14 12:31:00,2011-11-06 11:43:00,205,0.56,377.38,5.34,2015.74,1132.13,2011-04
13774.0,82,1,345.0,2011-09-19 12:06:00,2011-09-19 12:06:00,1,0.0,345.0,365.0,125925.0,345.0,2011-09
13777.0,1,33,25977.16,2010-12-01 16:01:00,2011-12-09 12:25:00,372,1.02,787.19,32.38,25488.34,25977.16,2010-12
13778.0,103,1,178.7,2011-08-28 15:25:00,2011-08-28 15:25:00,1,0.0,178.7,365.0,65225.5,178.7,2011-08
13780.0,7,2,360.01,2011-06-22 11:43:00,2011-12-02 13:49:00,163,0.45,180.0,4.48,806.16,360.01,2011-06
13781.0,251,1,127.84,2011-04-03 12:08:00,2011-04-03 12:08:00,1,0.0,127.84,365.0,46661.6,127.84,2011-04
13782.0,13,6,912.0,2011-01-16 11:08:00,2011-11-27 11:54:00,315,0.86,152.0,6.95,1056.76,912.0,2011-01
13784.0,10,11,2462.79,2011-01-11 14:38:00,2011-11-30 09:33:00,322,0.88,223.89,12.47,2791.67,2462.79,2011-01
13786.0,367,1,230.4,2010-12-07 13:53:00,2010-12-07 13:53:00,1,0.0,230.4,365.0,84096.0,230.4,2010-12
13787.0,76,2,309.04,2010-12-10 14:45:00,2011-09-25 12:06:00,288,0.79,154.52,2.53,391.67,309.04,2010-12
13790.0,4,1,348.8,2011-12-05 15:48:00,2011-12-05 15:48:00,1,0.0,348.8,365.0,127312.0,348.8,2011-12
13791.0,128,2,1516.0,2011-06-24 16:38:00,2011-08-04 11:44:00,40,0.11,758.0,18.25,13833.5,1516.0,2011-06
13792.0,66,2,195.55,2011-02-25 14:03:00,2011-10-04 14:31:00,221,0.61,97.78,3.3,322.97,195.55,2011-02
13798.0,1,57,37153.85,2010-12-02 17:24:00,2011-12-08 15:51:00,370,1.01,651.82,56.23,36651.77,37153.85,2010-12
13799.0,117,2,688.86,2011-02-18 14:18:00,2011-08-15 12:07:00,177,0.48,344.43,4.12,1420.53,688.86,2011-02
13800.0,310,1,558.32,2011-02-03 12:27:00,2011-02-03 12:27:00,1,0.0,558.32,365.0,203786.8,558.32,2011-02
13801.0,67,1,324.8,2011-10-04 10:15:00,2011-10-04 10:15:00,1,0.0,324.8,365.0,118552.0,324.8,2011-10
13802.0,139,3,4599.42,2011-02-01 12:03:00,2011-07-24 10:54:00,172,0.47,1533.14,6.37,9760.4,4599.42,2011-02
13803.0,255,1,277.07,2011-03-29 12:57:00,2011-03-29 12:57:00,1,0.0,277.07,365.0,101130.55,277.07,2011-03
13804.0,31,7,2635.79,2011-02-23 09:09:00,2011-11-09 12:32:00,259,0.71,376.54,9.86,3714.53,2635.79,2011-02
13805.0,52,2,924.6,2011-08-02 15:29:00,2011-10-18 14:50:00,76,0.21,462.3,9.61,4440.51,924.6,2011-08
13806.0,64,1,256.38,2011-10-07 11:43:00,2011-10-07 11:43:00,1,0.0,256.38,365.0,93578.7,256.38,2011-10
13807.0,367,1,112.6,2010-12-07 15:48:00,2010-12-07 15:48:00,1,0.0,112.6,365.0,41099.0,112.6,2010-12
13808.0,6,5,1747.66,2011-09-04 12:07:00,2011-12-04 12:18:00,91,0.25,349.53,20.05,7009.85,1747.66,2011-09
13809.0,305,1,155.05,2011-02-07 13:15:00,2011-02-07 13:15:00,1,0.0,155.05,365.0,56593.25,155.05,2011-02
13810.0,29,3,1499.01,2011-10-14 12:57:00,2011-11-11 08:33:00,27,0.07,499.67,40.56,20264.39,1499.01,2011-10
13811.0,184,3,814.5,2011-04-14 18:40:00,2011-06-09 09:54:00,55,0.15,271.5,19.91,5405.32,814.5,2011-04
13812.0,42,3,539.0,2011-08-26 12:54:00,2011-10-28 14:27:00,63,0.17,179.67,17.38,3122.78,539.0,2011-08
13813.0,40,4,1366.86,2011-07-28 10:33:00,2011-10-31 10:38:00,95,0.26,341.72,15.37,5251.62,1366.86,2011-07
13814.0,92,2,1579.12,2011-07-25 13:54:00,2011-09-08 13:48:00,44,0.12,789.56,16.59,13099.52,1579.12,2011-07
13815.0,22,4,4027.36,2011-01-25 12:16:00,2011-11-17 14:19:00,296,0.81,1006.84,4.93,4966.17,4027.36,2011-01
13816.0,24,2,571.67,2011-10-06 14:37:00,2011-11-16 08:38:00,40,0.11,285.84,18.25,5216.49,571.67,2011-10
13817.0,29,2,382.98,2010-12-23 11:46:00,2011-11-10 17:49:00,322,0.88,191.49,2.27,434.12,382.98,2010-12
13819.0,302,3,1140.35,2011-01-24 10:38:00,2011-02-11 10:38:00,18,0.05,380.12,60.83,23123.76,1140.35,2011-01
13821.0,145,2,385.64,2011-03-23 11:30:00,2011-07-18 09:49:00,116,0.32,192.82,6.29,1213.44,385.64,2011-03
13822.0,6,2,632.0,2011-10-30 15:55:00,2011-12-04 12:13:00,34,0.09,316.0,21.47,6784.71,632.0,2011-10
13823.0,19,2,957.66,2011-09-09 10:42:00,2011-11-21 10:22:00,72,0.2,478.83,10.14,4854.8,957.66,2011-09
13824.0,33,5,1698.94,2011-02-02 13:07:00,2011-11-07 12:41:00,277,0.76,339.79,6.59,2238.68,1698.94,2011-02
13826.0,176,1,189.5,2011-06-16 13:48:00,2011-06-16 13:48:00,1,0.0,189.5,365.0,69167.5,189.5,2011-06
13827.0,58,3,412.05,2011-07-19 15:38:00,2011-10-13 12:38:00,85,0.23,137.35,12.88,1769.39,412.05,2011-07
13828.0,22,1,209.49,2011-11-17 16:02:00,2011-11-17 16:02:00,1,0.0,209.49,365.0,76463.85,209.49,2011-11
13831.0,16,6,2202.99,2010-12-05 12:13:00,2011-11-23 15:41:00,353,0.97,367.16,6.2,2277.88,2202.99,2010-12
13832.0,19,1,52.2,2011-11-20 15:36:00,2011-11-20 15:36:00,1,0.0,52.2,365.0,19053.0,52.2,2011-11
13833.0,159,1,384.8,2011-07-03 13:27:00,2011-07-03 13:27:00,1,0.0,384.8,365.0,140452.0,384.8,2011-07
13835.0,25,4,834.57,2011-05-08 15:22:00,2011-11-14 15:37:00,190,0.52,208.64,7.68,1603.25,834.57,2011-05
13837.0,212,2,271.24,2011-01-26 12:15:00,2011-05-12 12:10:00,105,0.29,135.62,6.95,942.88,271.24,2011-01
13838.0,6,4,691.73,2010-12-05 10:45:00,2011-12-04 11:00:00,364,1.0,172.93,4.01,693.63,691.73,2010-12
13841.0,253,1,85.0,2011-04-01 12:10:00,2011-04-01 12:10:00,1,0.0,85.0,365.0,31025.0,85.0,2011-04
13842.0,59,9,3385.62,2010-12-08 10:39:00,2011-10-12 10:51:00,308,0.84,376.18,10.67,4012.18,3385.62,2010-12
13844.0,11,1,361.62,2011-11-28 13:21:00,2011-11-28 13:21:00,1,0.0,361.62,365.0,131991.3,361.62,2011-11
13845.0,65,1,312.98,2011-10-06 08:25:00,2011-10-06 08:25:00,1,0.0,312.98,365.0,114237.7,312.98,2011-10
13846.0,25,3,865.06,2010-12-14 16:07:00,2011-11-15 12:07:00,335,0.92,288.35,3.27,942.53,865.06,2010-12
13848.0,92,3,1255.0,2010-12-08 15:10:00,2011-09-08 12:58:00,273,0.75,418.33,4.01,1677.93,1255.0,2010-12
13849.0,52,2,1537.95,2011-06-22 10:11:00,2011-10-19 10:59:00,119,0.33,768.98,6.13,4717.24,1537.95,2011-06
13850.0,129,1,1595.48,2011-08-02 14:04:00,2011-08-02 14:04:00,1,0.0,1595.48,365.0,582350.2,1595.48,2011-08
13851.0,96,3,2651.46,2011-02-24 17:18:00,2011-09-05 12:36:00,192,0.53,883.82,5.7,5040.54,2651.46,2011-02
13853.0,57,1,1090.14,2011-10-13 14:18:00,2011-10-13 14:18:00,1,0.0,1090.14,365.0,397901.1,1090.14,2011-10
13854.0,9,25,8109.52,2010-12-09 10:48:00,2011-12-01 09:06:00,356,0.98,324.38,25.63,8314.54,8109.52,2010-12
13856.0,169,3,388.5,2011-05-20 13:13:00,2011-06-24 10:03:00,34,0.09,129.5,32.21,4170.66,388.5,2011-05
13858.0,57,1,216.17,2011-10-13 16:17:00,2011-10-13 16:17:00,1,0.0,216.17,365.0,78902.05,216.17,2011-10
13859.0,326,1,201.16,2011-01-17 16:14:00,2011-01-17 16:14:00,1,0.0,201.16,365.0,73423.4,201.16,2011-01
13860.0,1,5,1245.9,2011-09-14 09:27:00,2011-12-08 12:57:00,85,0.23,249.18,21.47,5350.04,1245.9,2011-09
13862.0,18,8,2209.36,2011-01-11 15:13:00,2011-11-21 16:24:00,314,0.86,276.17,9.3,2568.21,2209.36,2011-01
13863.0,248,1,305.78,2011-04-06 10:20:00,2011-04-06 10:20:00,1,0.0,305.78,365.0,111609.7,305.78,2011-04
13865.0,58,4,501.56,2011-02-23 12:04:00,2011-10-12 13:31:00,231,0.63,125.39,6.32,792.51,501.56,2011-02
13866.0,74,1,145.67,2011-09-26 14:54:00,2011-09-26 14:54:00,1,0.0,145.67,365.0,53169.55,145.67,2011-09
13867.0,31,3,1015.29,2011-05-05 17:28:00,2011-11-08 15:48:00,186,0.51,338.43,5.89,1992.37,1015.29,2011-05
13868.0,7,2,3192.54,2011-11-01 12:45:00,2011-12-02 16:32:00,31,0.08,1596.27,23.55,37589.58,3192.54,2011-11
13869.0,123,4,3104.95,2010-12-17 15:14:00,2011-08-08 13:53:00,233,0.64,776.24,6.27,4863.98,3104.95,2010-12
13870.0,2,8,2770.94,2011-02-25 09:09:00,2011-12-07 13:23:00,285,0.78,346.37,10.25,3548.75,2770.94,2011-02
13871.0,23,13,6403.25,2011-02-04 09:30:00,2011-11-17 10:49:00,286,0.78,492.56,16.59,8171.98,6403.25,2011-02
13873.0,120,3,389.6,2011-02-03 09:37:00,2011-08-12 10:08:00,190,0.52,129.87,5.76,748.44,389.6,2011-02
13874.0,358,1,540.45,2010-12-16 18:20:00,2010-12-16 18:20:00,1,0.0,540.45,365.0,197264.25,540.45,2010-12
13875.0,54,5,1786.79,2011-02-11 15:39:00,2011-10-17 09:36:00,247,0.68,357.36,7.39,2640.4,1786.79,2011-02
13876.0,64,1,122.7,2011-10-07 10:22:00,2011-10-07 10:22:00,1,0.0,122.7,365.0,44785.5,122.7,2011-10
13877.0,86,1,117.24,2011-09-14 15:49:00,2011-09-14 15:49:00,1,0.0,117.24,365.0,42792.6,117.24,2011-09
13878.0,55,1,1281.53,2011-10-16 12:19:00,2011-10-16 12:19:00,1,0.0,1281.53,365.0,467758.45,1281.53,2011-10
13880.0,21,13,3219.77,2010-12-07 14:00:00,2011-11-18 13:44:00,345,0.95,247.67,13.75,3406.42,3219.77,2010-12
13881.0,4,20,17159.52,2011-02-01 10:14:00,2011-12-06 12:50:00,308,0.84,857.98,23.7,20335.15,17159.52,2011-02
13882.0,3,5,1191.13,2011-10-06 15:28:00,2011-12-07 11:16:00,61,0.17,238.23,29.92,7127.25,1191.13,2011-10
13883.0,11,5,2674.48,2011-03-31 17:17:00,2011-11-29 10:45:00,242,0.66,534.9,7.54,4033.82,2674.48,2011-03
13884.0,7,5,787.6,2011-03-01 13:40:00,2011-12-02 16:30:00,276,0.76,157.52,6.61,1041.57,787.6,2011-03
13885.0,189,2,506.8,2011-05-23 08:52:00,2011-06-03 15:07:00,11,0.03,253.4,66.36,16816.55,506.8,2011-05
13886.0,71,1,243.56,2011-09-29 13:17:00,2011-09-29 13:17:00,1,0.0,243.56,365.0,88899.4,243.56,2011-09
13887.0,204,1,349.55,2011-05-19 17:22:00,2011-05-19 17:22:00,1,0.0,349.55,365.0,127585.75,349.55,2011-05
13888.0,120,2,605.63,2011-05-05 14:41:00,2011-08-12 10:13:00,98,0.27,302.82,7.45,2255.66,605.63,2011-05
13889.0,93,1,416.9,2011-09-08 09:13:00,2011-09-08 09:13:00,1,0.0,416.9,365.0,152168.5,416.9,2011-09
13890.0,1,10,1883.81,2010-12-16 09:31:00,2011-12-08 15:36:00,357,0.98,188.38,10.22,1926.02,1883.81,2010-12
13892.0,27,4,632.97,2011-04-07 12:04:00,2011-11-13 11:50:00,219,0.6,158.24,6.67,1054.95,632.97,2011-04
13893.0,298,1,821.1,2011-02-15 11:30:00,2011-02-15 11:30:00,1,0.0,821.1,365.0,299701.5,821.1,2011-02
13894.0,24,3,564.62,2011-02-02 12:54:00,2011-11-16 09:44:00,286,0.78,188.21,3.83,720.58,564.62,2011-02
13895.0,28,4,2593.07,2011-06-28 10:17:00,2011-11-11 16:57:00,136,0.37,648.27,10.74,6959.34,2593.07,2011-06
13897.0,50,1,311.16,2011-10-20 14:30:00,2011-10-20 14:30:00,1,0.0,311.16,365.0,113573.4,311.16,2011-10
13898.0,326,1,155.93,2011-01-18 10:28:00,2011-01-18 10:28:00,1,0.0,155.93,365.0,56914.45,155.93,2011-01
13899.0,16,2,388.52,2011-03-10 09:30:00,2011-11-23 13:40:00,258,0.71,194.26,2.83,549.65,388.52,2011-03
13900.0,183,3,740.95,2011-03-22 10:13:00,2011-06-09 19:26:00,79,0.22,246.98,13.86,3423.38,740.95,2011-03
13901.0,72,5,2867.2,2011-01-25 09:01:00,2011-09-28 14:48:00,246,0.67,573.44,7.42,4254.18,2867.2,2011-01
13904.0,37,2,332.64,2011-02-18 11:18:00,2011-11-02 13:41:00,257,0.7,166.32,2.84,472.43,332.64,2011-02
13908.0,80,4,2369.55,2011-03-08 12:04:00,2011-09-21 11:49:00,196,0.54,592.39,7.45,4412.68,2369.55,2011-03
13911.0,57,9,2580.91,2011-02-04 14:46:00,2011-10-13 15:43:00,251,0.69,286.77,13.09,3753.12,2580.91,2011-02
13914.0,12,2,626.45,2011-11-03 16:28:00,2011-11-28 10:35:00,24,0.07,313.23,30.42,9527.26,626.45,2011-11
13917.0,50,2,272.04,2011-06-01 12:46:00,2011-10-21 09:56:00,141,0.39,136.02,5.18,704.22,272.04,2011-06
13918.0,50,2,1212.84,2011-03-31 18:05:00,2011-10-21 12:25:00,203,0.56,606.42,3.6,2180.72,1212.84,2011-03
13919.0,59,2,384.81,2011-08-10 10:15:00,2011-10-11 14:24:00,62,0.17,192.4,11.77,2265.41,384.81,2011-08
13922.0,352,1,172.25,2010-12-23 10:38:00,2010-12-23 10:38:00,1,0.0,172.25,365.0,62871.25,172.25,2010-12
13923.0,54,1,351.13,2011-10-17 12:33:00,2011-10-17 12:33:00,1,0.0,351.13,365.0,128162.45,351.13,2011-10
13924.0,2,6,1838.85,2011-09-28 15:07:00,2011-12-08 09:39:00,70,0.19,306.48,31.29,9588.29,1838.85,2011-09
13925.0,93,4,678.25,2011-07-28 12:09:00,2011-09-08 12:47:00,42,0.12,169.56,34.76,5894.32,678.25,2011-07
13926.0,23,1,223.85,2011-11-16 13:16:00,2011-11-16 13:16:00,1,0.0,223.85,365.0,81705.25,223.85,2011-11
13927.0,75,1,348.99,2011-09-26 12:00:00,2011-09-26 12:00:00,1,0.0,348.99,365.0,127381.35,348.99,2011-09
13928.0,11,4,464.57,2011-07-29 15:59:00,2011-11-29 10:33:00,122,0.33,116.14,11.97,1389.9,464.57,2011-07
13929.0,169,2,842.65,2011-01-17 15:11:00,2011-06-23 15:26:00,157,0.43,421.32,4.65,1959.03,842.65,2011-01
13930.0,58,2,337.34,2011-07-26 11:00:00,2011-10-13 09:45:00,78,0.21,168.67,9.36,1578.58,337.34,2011-07
13931.0,96,2,1237.53,2011-03-04 08:43:00,2011-09-05 10:12:00,185,0.51,618.76,3.95,2441.61,1237.53,2011-03
13932.0,295,1,307.4,2011-02-18 12:02:00,2011-02-18 12:02:00,1,0.0,307.4,365.0,112201.0,307.4,2011-02
13933.0,109,2,608.79,2011-07-14 13:35:00,2011-08-22 14:03:00,39,0.11,304.4,18.72,5697.65,608.79,2011-07
13934.0,264,1,922.1,2011-03-21 08:39:00,2011-03-21 08:39:00,1,0.0,922.1,365.0,336566.5,922.1,2011-03
13936.0,180,1,376.58,2011-06-13 08:47:00,2011-06-13 08:47:00,1,0.0,376.58,365.0,137451.7,376.58,2011-06
13937.0,169,1,158.85,2011-06-23 16:35:00,2011-06-23 16:35:00,1,0.0,158.85,365.0,57980.25,158.85,2011-06
13938.0,35,1,71.66,2011-11-04 14:37:00,2011-11-04 14:37:00,1,0.0,71.66,365.0,26155.9,71.66,2011-11
13939.0,23,3,568.55,2011-02-01 11:30:00,2011-11-16 13:33:00,288,0.79,189.52,3.8,720.56,568.55,2011-02
13940.0,17,4,839.14,2011-07-18 16:05:00,2011-11-22 15:15:00,126,0.35,209.78,11.59,2430.84,839.14,2011-07
13941.0,22,5,5112.96,2010-12-02 10:17:00,2011-11-18 09:43:00,350,0.96,1022.59,5.21,5332.09,5112.96,2010-12
13946.0,79,3,561.57,2011-03-17 10:02:00,2011-09-21 13:33:00,188,0.52,187.19,5.82,1090.28,561.57,2011-03
13947.0,65,1,90.6,2011-10-05 14:42:00,2011-10-05 14:42:00,1,0.0,90.6,365.0,33069.0,90.6,2011-10
13948.0,361,1,102.0,2010-12-14 10:18:00,2010-12-14 10:18:00,1,0.0,102.0,365.0,37230.0,102.0,2010-12
13949.0,3,6,2427.32,2011-09-06 11:55:00,2011-12-07 09:35:00,91,0.25,404.55,24.07,9735.95,2427.32,2011-09
13950.0,11,4,745.06,2011-04-07 11:29:00,2011-11-28 14:44:00,235,0.64,186.26,6.21,1157.22,745.06,2011-04
13951.0,176,3,674.45,2011-02-18 15:21:00,2011-06-16 16:43:00,118,0.32,224.82,9.28,2086.22,674.45,2011-02
13952.0,218,2,3251.07,2011-04-15 09:27:00,2011-05-06 09:00:00,20,0.05,1625.54,36.5,59332.05,3251.07,2011-04
13953.0,7,7,3515.68,2010-12-22 10:29:00,2011-12-02 16:04:00,345,0.95,502.24,7.41,3719.49,3515.68,2010-12
13954.0,2,2,439.92,2011-09-30 10:52:00,2011-12-08 12:50:00,69,0.19,219.96,10.58,2327.11,439.92,2011-09
13955.0,154,2,322.96,2011-02-07 12:24:00,2011-07-08 17:19:00,151,0.41,161.48,4.83,780.66,322.96,2011-02
13956.0,5,5,1026.42,2011-03-13 12:51:00,2011-12-04 13:20:00,266,0.73,205.28,6.86,1408.43,1026.42,2011-03
13959.0,79,3,598.2,2010-12-12 13:56:00,2011-09-21 15:06:00,283,0.78,199.4,3.87,771.53,598.2,2010-12
13960.0,21,2,230.22,2011-09-29 12:39:00,2011-11-18 15:27:00,50,0.14,115.11,14.6,1680.61,230.22,2011-09
13962.0,22,2,169.55,2011-04-08 11:21:00,2011-11-18 08:47:00,223,0.61,84.78,3.27,277.51,169.55,2011-04
13963.0,308,4,664.54,2010-12-07 09:21:00,2011-02-04 14:43:00,59,0.16,166.14,24.75,4111.14,664.54,2010-12
13967.0,146,1,80.7,2011-07-17 12:02:00,2011-07-17 12:02:00,1,0.0,80.7,365.0,29455.5,80.7,2011-07
13969.0,7,18,9053.94,2010-12-09 19:32:00,2011-12-02 15:11:00,357,0.98,503.0,18.4,9256.83,9053.94,2010-12
13971.0,19,8,2758.26,2011-02-27 12:27:00,2011-11-21 12:06:00,266,0.73,344.78,10.98,3784.83,2758.26,2011-02
13972.0,71,2,190.25,2011-05-22 11:34:00,2011-09-30 11:54:00,131,0.36,95.12,5.57,530.09,190.25,2011-05
13973.0,287,1,264.7,2011-02-25 15:21:00,2011-02-25 15:21:00,1,0.0,264.7,365.0,96615.5,264.7,2011-02
13974.0,49,1,413.59,2011-10-21 14:41:00,2011-10-21 14:41:00,1,0.0,413.59,365.0,150960.35,413.59,2011-10
13975.0,31,6,2526.28,2011-03-08 12:19:00,2011-11-08 13:19:00,245,0.67,421.05,8.94,3763.64,2526.28,2011-03
13976.0,207,1,357.98,2011-05-17 09:13:00,2011-05-17 09:13:00,1,0.0,357.98,365.0,130662.7,357.98,2011-05
13978.0,15,2,196.79,2011-10-25 15:04:00,2011-11-25 11:36:00,30,0.08,98.4,24.33,2394.28,196.79,2011-10
13979.0,73,1,869.87,2011-09-27 13:32:00,2011-09-27 13:32:00,1,0.0,869.87,365.0,317502.55,869.87,2011-09
13980.0,60,1,200.14,2011-10-10 13:34:00,2011-10-10 13:34:00,1,0.0,200.14,365.0,73051.1,200.14,2011-10
13982.0,39,4,1871.81,2010-12-09 13:57:00,2011-10-31 16:24:00,326,0.89,467.95,4.48,2095.74,1871.81,2010-12
13983.0,30,12,2603.43,2010-12-08 10:38:00,2011-11-10 11:06:00,337,0.92,216.95,13.0,2819.74,2603.43,2010-12
13984.0,27,5,920.51,2010-12-08 15:58:00,2011-11-13 12:38:00,339,0.93,184.1,5.38,991.11,920.51,2010-12
